0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
4.6553,2.09375,3.0858,0.257938,0.00227273,0.0,0.720949,0.800237,3.2330799999999997,0.17296199999999998,4.38265,135.29,0.207548,0.095231,1.38662,411.825,0.234444,3.3562300000000005,0.240909,1.27589,1.05782,0.272727,34.4451,5.81538,0.488966,0.244734,103.243,1.68924,0.114506,-0.189447,5.6503,2.1108599999999997,0.355325,304.01599999999996,0.0449898,0.383449,0.42666899999999996,-3.8761,1.03217,0.0816588,139.292,-12.0096,1.9704700000000002,4.36943,0.0,0.11620899999999999,0.0689337,2.52936,1.19509,0.34370700000000004,1.0
4.11975,1.51223,1.8195400000000002,0.19206199999999998,0.012847999999999998,0.183328,1.8625599999999998,0.8591790000000001,3.42118,0.251743,4.50199,190.514,0.8767959999999999,0.328586,2.20553,716.796,0.397812,8.35375,0.297645,1.7714900000000002,0.536116,0.32334,67.2578,6.52871,0.48158100000000004,0.23478800000000002,6.29685,1.42864,0.146569,-0.20850500000000002,5.6616800000000005,1.83545,0.862273,375.216,0.0781573,0.41781599999999997,0.30391799999999997,-3.69685,0.9730209999999999,0.0800167,110.81,-15.3923,1.6939400000000002,6.32793,0.0,0.0895382,0.0705683,0.873928,0.340591,0.247631,1.0
4.71528,0.812901,404.608,0.275963,0.0057554,0.0,0.879534,0.8602700000000001,3.09638,0.15320699999999998,3.99315,-0.368042,-0.223043,0.109053,2.6122900000000002,1050.14,0.475684,13.3857,0.23453200000000002,0.669006,0.8572139999999999,0.378417,112.20200000000001,2.82578,0.487691,0.379301,10.5538,1.6235700000000002,0.157076,0.342677,8.423960000000001,1.2069,1.03755,408.75,0.0791256,0.31356,-0.00126727,-2.98069,1.25442,0.124241,152.225,-8.111130000000001,0.9667399999999999,2.39508,0.0,0.232004,0.5962970000000001,3.3592199999999997,1.30257,0.216209,1.0
3.37256,0.396599,3.04941,0.250896,0.00625,0.505834,1.57438,0.8893,3.26289,0.24201799999999998,4.15102,261.143,0.885916,0.14627,2.9752400000000003,2189.78,1.40911,7.566389999999999,0.32395799999999997,0.946204,1.08074,0.35,210.30700000000002,4.82806,0.493829,0.818465,5.9555,1.45393,0.15041400000000002,0.0546866,6.325480000000001,1.36226,0.501633,290.725,0.1386,0.381707,1.0977700000000001,-4.38159,1.31283,0.0726108,147.857,-16.9315,0.279434,3.7563,0.0,0.124681,0.288471,0.918726,0.013699600000000001,0.23106500000000002,1.0
4.88711,2.34766,117.88600000000001,0.286223,0.003003,0.0,0.904309,0.837678,3.6050400000000002,0.105075,4.198580000000001,121.005,-0.106794,0.472142,2.49098,719.8939999999999,0.21445999999999998,23.0573,0.255255,0.744926,-1.16553,0.273273,85.5628,1.7603099999999998,0.488601,-1.4633399999999999,171.273,1.45954,0.190354,-1.4530299999999998,8.11432,0.49668100000000004,3.3238300000000005,496.796,0.0183839,0.126815,1.05128,-0.7287100000000001,1.19481,0.155691,120.189,-54.3372,1.7158200000000001,9.31867,0.0,0.314222,-0.573308,2.7808900000000003,0.7949579999999999,0.21631999999999998,0.0
4.9505300000000005,0.8424530000000001,112.93299999999999,0.33493,0.00271739,0.145879,0.831858,0.760591,3.17484,0.185848,4.15375,434.76599999999996,0.735912,0.000176088,1.71291,779.373,0.355373,19.6442,0.27038,0.301198,3.12005,0.30706500000000003,30.3336,7.47185,0.476152,0.48740100000000003,94.7466,1.7841599999999997,0.189519,0.267072,8.39298,0.872308,0.813164,280.688,0.044275199999999994,0.314857,-0.30062,-3.44098,1.75866,0.0533447,200.637,4.43045,-0.318992,2.2302299999999997,0.0,0.0694186,0.6017170000000001,6.65291,1.61129,0.285193,0.0
4.82344,1.56665,58.4934,0.213927,0.041441399999999996,0.164794,1.06616,0.792392,3.73665,0.191773,4.84551,263.52,-0.792665,0.48667200000000005,1.96062,739.1560000000001,0.308082,8.20468,0.225225,1.21349,-0.341071,0.27567600000000003,95.2615,3.32609,0.4413,-0.777991,71.0396,1.51403,0.156703,0.07384210000000001,6.51005,1.40392,0.664984,304.942,0.0246674,0.252704,0.12248900000000001,-3.4344099999999997,1.43164,0.12056700000000001,176.72,36.3758,-0.159335,7.24285,0.00900901,0.148065,-0.67423,2.08665,1.66228,0.242842,1.0
4.06575,2.96155,1.40891,0.20711999999999997,0.0,0.222183,1.06528,0.859095,3.3151,0.294471,4.2815900000000005,65.1538,0.448999,0.00872559,2.0483,368.69300000000004,0.200265,7.223789999999999,0.278986,0.733642,1.25634,0.311594,25.7973,5.9044099999999995,0.478141,0.57053,9.4523,1.4942799999999998,0.11337,0.0276622,4.6980699999999995,1.35275,0.603975,414.476,0.05609159999999999,0.405912,1.41788,-3.5667,0.785432,0.06196,102.464,-5.8944,2.0969700000000002,2.80213,0.0,0.0861599,0.27528800000000003,2.14344,1.05218,0.30191599999999996,1.0
6.5690100000000005,1.19119,303.849,0.262155,0.00797872,0.0,0.579481,0.701001,3.6183400000000003,0.09347319999999999,4.26618,27.5657,0.105431,0.089436,1.9526599999999998,589.7040000000001,0.09718760000000001,69.745,0.34574499999999997,0.312843,0.22666999999999998,0.239362,35.6849,2.2450900000000003,0.47152700000000003,0.137794,107.115,1.78788,0.29657,-0.7669159999999999,12.5791,0.329262,2.86326,467.30699999999996,0.0312767,0.252035,-0.056242499999999994,-1.30702,1.18585,0.11872,135.344,-50.1319,2.06597,5.2483699999999995,0.0,0.274859,0.335267,8.7086,6.6393,0.12487999999999999,0.0
5.96059,1.79752,149.644,0.248086,0.00663717,0.0,0.351926,0.806894,3.5457,0.0902526,4.52219,73.0881,-0.208265,0.8345469999999999,2.111,635.4119999999999,0.234798,21.4437,0.234513,1.2708,-3.97821,0.31858400000000003,84.2831,1.9760099999999998,0.42614799999999997,-1.6800099999999998,124.15299999999999,1.63555,0.142586,-0.319643,8.75773,0.9671799999999999,2.88525,335.969,0.0502103,0.282192,-0.0871268,-1.21469,1.23065,0.152479,162.67700000000002,-40.4923,0.374247,7.9730300000000005,0.0309735,0.282211,-1.2339,3.07611,2.1781200000000003,0.235323,0.0
