0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122377648705792,0.0402561007404373,0.3929401734934074,0.8923979396853736,0.547637306840752,13.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254364874224615,0.8456598650576309,0.8081516596738297,0.9203837036058984,0.0511667401733106,14.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4233567325892035,0.5649351252186732,0.4221438194077215,0.6494019914915931,0.2857487276365056,27.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7200847415138714,0.2801396818496718,0.8039396517065139,0.6326735292112656,0.6654470875394612,20.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809922308847835,0.4651790434000145,0.7723587535939269,0.4377889081271835,0.4830452182376352,25.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2982785635729404,0.5834374286267285,0.5668513920995494,0.955668056709051,0.8004498103169146,6.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0306732090257461,0.9960570178111158,0.1183398748596978,0.1456425178516088,0.6878513990663844,17.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.238501377116277,0.5684365693072164,0.6012357195960811,0.1402019320013859,0.030605068173476,7.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7415547384493039,0.7012994357972869,0.1868418830267463,0.1501215643215679,0.3035611198612357,22.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7990655245328661,0.7179704854078556,0.5399589902405965,0.8765384548134704,0.960643129230663,13.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7243201639747568,0.6340080439216,0.5808894346349285,0.506511923531051,0.5460354415265529,13.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0112490452493454,0.0659862315721642,0.0126347986774107,0.5555250811684317,0.1567840675754793,9.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3733580421496512,0.5372612100610946,0.5165892123140661,0.6649125430934352,0.2739781839389655,28.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8310152880777981,0.2173437736479768,0.5852608030604404,0.3230137884909991,0.7927267076566021,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1462659586909968,0.2336538026372879,0.0179626300082876,0.3223351154064131,0.2893336137314359,18.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6502695672736767,0.5185935070485701,0.0661214068362868,0.0900167745621485,0.6321351472948634,29.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5614443406262462,0.6453078150698008,0.959410304980444,0.3860883603766186,0.0290235102901793,6.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.544235118713073,0.718335648147937,0.3344647293474319,0.6507204970475098,0.4564372545034209,12.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.406115865651543,0.7100405987147287,0.6994026131278118,0.6502096361531214,0.1262530718897775,27.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3189602573278171,0.7809155380292988,0.6407002052814526,0.5450458992620507,0.5915289141593849,26.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344288512809017,0.7972165702659609,0.3162297791978743,0.2500684005248725,0.6297426361554465,22.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2148210805501904,0.5876119745673567,0.67202608931451,0.8478198856570575,0.3658871029259106,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48731826139508,0.0574446452334649,0.5615696934409322,0.0221927804647794,0.2505264270898022,17.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377224745018945,0.910498934567385,0.147552957016977,0.0023680146058583,0.9356055407427244,29.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1318663104084058,0.0861033188910772,0.4950092469876648,0.8344828875357921,0.1712662009688939,28.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7461086608254257,0.7116322942427942,0.8327048835679821,0.3064394709349742,0.89788409820241,14.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3876822817478547,0.5346777455219501,0.5190876695977207,0.9477419494659745,0.4187578093169234,17.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090723606234358,0.7356574260685167,0.5666390705361115,0.025000417389457,0.9316024093073012,7.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8393879592277843,0.1910651749002894,0.93714289549376,0.9743092742605682,0.5852363904496272,3.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9722824239848444,0.8303488598547212,0.6344902946681396,0.3174801091472772,0.3492648738823466,18.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3639967125025451,0.5696562176305722,0.6128533871390542,0.4444369453931589,0.9497308939865448,24.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4280812510010475,0.168551989560613,0.0813252806647836,0.7986390636315994,0.0977690883577462,12.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720288515411394,0.8900352044749463,0.958209747347868,0.4067497361493296,0.8640095364692769,23.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2604700434393838,0.7477881376585481,0.813010929037643,0.7454790994888028,0.903883453330586,15.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3626914089980226,0.6100791847766539,0.6349992701750671,0.9740186425836896,0.9635667753640854,14.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7743274833320118,0.4192735090465379,0.3907915195315146,0.4185331672885642,0.2334680269230862,28.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199204907606904,0.9966154699473632,0.6516660551389519,0.730341873408776,0.6252950220784748,26.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2331467792151293,0.2031636498636875,0.8141794031578705,0.4412722176271594,0.35657468347437,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9306830235523742,0.1031979608767724,0.3490345227162604,0.1015445062591064,0.0057635292234465,4.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120693750860894,0.6739848282077019,0.7579219195796509,0.4975855875259607,0.9129898191279224,22.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5020154294838762,0.0087018984262805,0.9226350806537432,0.5667995913532653,0.3350131162282004,19.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9388569540656682,0.6353792228102894,0.519167408888341,0.1397978038766263,0.4890677158276654,8.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5881459798913744,0.9355946461230864,0.696468916238882,0.0052124659595668,0.1455282220831678,15.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663909665978071,0.3127922356488943,0.568103041195509,0.3883107271621745,0.7265002184763637,22.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821510457219722,0.5717716190521261,0.9341671580993448,0.3976312777278509,0.7863249431838448,24.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790556913704476,0.3550365373852879,0.3622409079869223,0.2313029619379685,0.5553907989638859,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278612017408852,0.1244691594307375,0.0236992634663113,0.6815091606201489,0.319580287267489,17.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038766946580804,0.894869778797806,0.4943192600987846,0.4896528271597136,0.264315612281201,13.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029059940103674,0.6996076867192299,0.1957114033962598,0.7715801910075578,0.1028678757120821,12.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8815515711109786,0.9379002330113024,0.0571889096525809,0.4490790580259791,0.4468519025185433,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346689786877512,0.1682711789128939,0.530270206244763,0.18342954946829,0.5200436232078466,2.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2269978035193872,0.7520344784801656,0.4556501781257851,0.1130959356370429,0.8981163555341468,21.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695239383006156,0.2370768949675072,0.2720014537084187,0.9720930759267356,0.2515011440781681,20.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925822361783402,0.8698159788927334,0.5635798686362418,0.3996728028957915,0.9902443860237604,24.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9906523536282198,0.6542830182918808,0.4541870021173207,0.3270980845804729,0.6553451591698676,15.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7809496451744213,0.0947953073867856,0.7724461048311506,0.848344478405699,0.7861974675628345,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8927019675189933,0.4918543272518405,0.3838594113472983,0.0363775494236044,0.6668831991736843,7.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2193973878583595,0.0313098945803107,0.3033169697891887,0.6463599881161176,0.2494087197908644,17.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533218999931207,0.4413258390652738,0.0840939133302821,0.5340615569478077,0.8563460592254211,20.0,0.0
