0,1,2,3,4,5,6,7,8,9
0.030679338070905393,0.7899056318589482,0.21193682602722064,0.038552713452754794,0.3273788533397104,1.0,1.0,28.0,2.0,1.0
0.7033428155457464,0.5426788389365655,0.9458587918475726,0.706518755246904,0.7339549308819746,9.0,0.0,25.0,2.0,1.0
0.37428350793012655,0.1560899364300532,0.32875340605753267,0.19978508970760245,0.8744851630592285,7.0,0.0,19.0,2.0,0.0
0.5813593115221491,0.5385417534545894,0.7098154945417258,0.8202530944188215,0.3954611339479196,0.0,1.0,3.0,2.0,1.0
0.983636816967314,0.42869429907614465,0.02892545289765458,0.7227157580666058,0.47948842184583285,1.0,0.0,17.0,2.0,0.0
0.7137544569175068,0.9341472942699803,0.06530308940651897,0.8971360662318552,0.5054001978351269,9.0,0.0,21.0,2.0,0.0
0.9752245701114604,0.5228035147231951,0.2733460693010462,0.6551186547945337,0.7818739392782504,8.0,0.0,24.0,2.0,1.0
0.701302545852132,0.21128323429315476,0.15159283483279873,0.05878079894110155,0.9977904642161278,5.0,1.0,26.0,2.0,0.0
0.09536960360671276,0.9856514527807995,0.9637833261885699,0.8330484815998452,0.7918784547371662,7.0,0.0,24.0,2.0,0.0
0.18312429885056014,0.13424246736877976,0.37659758470120475,0.15511206784237652,0.08245541206906559,0.0,1.0,25.0,2.0,0.0
0.5506614012212061,0.7510476610352435,0.2224076997817257,0.14656449075307676,0.86950106174816,6.0,0.0,27.0,2.0,0.0
0.09479034621621929,0.6469049170651896,0.9149316673047398,0.4908072890270392,0.8930920660082714,2.0,1.0,17.0,2.0,1.0
0.14005377040035782,0.8480854389208758,0.604692062727781,0.5923240721423289,0.3377952974598494,7.0,0.0,16.0,2.0,1.0
0.4338133600453822,0.17518518049546405,0.7937180432247702,0.9489368077893204,0.5473868260980602,2.0,1.0,0.0,2.0,1.0
0.8481239765280648,0.7213095192421163,0.7252558887935712,0.3006306487154179,0.052157215281248726,3.0,0.0,20.0,2.0,0.0
0.07412506200736435,0.13829037140552525,0.37549264292100215,0.8110766161100956,0.9836027872428235,0.0,1.0,28.0,2.0,1.0
0.724566994829891,0.918543361138285,0.6057439007299783,0.7163640222976487,0.01707943686692015,1.0,1.0,27.0,2.0,0.0
0.7735904061939431,0.6351565205778162,0.11873427253967306,0.13388644517803527,0.544045181165731,6.0,0.0,10.0,2.0,0.0
0.12430017254879244,0.333343270122368,0.9751110073676333,0.7493769413955735,0.5221828972949208,9.0,0.0,2.0,2.0,0.0
0.3590331370416068,0.9424356674579608,0.1576293454296689,0.7315157959245829,0.5908724151572896,1.0,1.0,0.0,2.0,0.0
0.2551902455425904,0.042419242888029784,0.9637071453474179,0.4780486757669622,0.11472625644523682,6.0,1.0,4.0,2.0,0.0
0.3425468806391715,0.1425858473118422,0.836999179656728,0.5579619024669847,0.31748323491596486,5.0,1.0,16.0,2.0,1.0
0.1085237483889887,0.5398907921512626,0.4446696539042332,0.11119499721336268,0.007487562554259752,5.0,0.0,28.0,2.0,0.0
0.0031702177407231247,0.9081465088554105,0.02785438003808416,0.22053207737222202,0.28504335401462444,4.0,0.0,16.0,2.0,0.0
0.03613260428018161,0.4400863418780683,0.9056462317969676,0.7316461499911111,0.30625502598712906,5.0,0.0,8.0,2.0,0.0
0.9856316148654141,0.4973560929528458,0.013636698692866656,0.31412643053586986,0.15278572865049844,0.0,1.0,0.0,2.0,0.0
0.2980888903418353,0.09341756705868731,0.9716227815955887,0.8832975679370418,0.556417441229312,4.0,0.0,14.0,2.0,1.0
0.925061111515859,0.9141820426761003,0.8607976810017901,0.6987739049960534,0.5768056312114584,9.0,0.0,14.0,2.0,0.0
0.9055698785883037,0.29651562793925335,0.7780358615627609,0.7152145013162946,0.1060606540088842,6.0,1.0,2.0,2.0,1.0
0.3368656929949564,0.18623213263435356,0.9446400817148783,0.3001491670462203,0.7049289981049333,8.0,0.0,25.0,2.0,0.0
0.00158680894071217,0.7773513817242735,0.6437183000206131,0.0856196184777982,0.256604015696553,9.0,1.0,1.0,2.0,0.0
0.9067977995629751,0.10718637246775709,0.714924713651872,0.8821563970766004,0.44310887677578537,9.0,1.0,13.0,2.0,0.0
0.8934096541778307,0.8548787915287603,0.031418964159157015,0.39125382486173077,0.47333994802506374,0.0,1.0,3.0,2.0,0.0
0.957630087866105,0.9284837209138047,0.925529057851261,0.10917236837624011,0.4879580737081455,4.0,0.0,20.0,2.0,0.0
0.6136526345691627,0.653192567214716,0.30147687454380856,0.8285504179064992,0.5007013789077303,7.0,1.0,10.0,2.0,0.0
0.2599204334539551,0.03004632203215407,0.35316714972093544,0.6374583614564534,0.6623904368547857,9.0,0.0,24.0,2.0,1.0
0.41913022767331587,0.7278942700192635,0.2182238816885842,0.8839008100965632,0.955340976510093,0.0,0.0,28.0,2.0,1.0
0.6683144625781535,0.7716010882242426,0.5038494166707936,0.7761217586066702,0.14387280509775668,1.0,0.0,19.0,2.0,0.0
0.8085889932110689,0.17145213980594343,0.6713677087111557,0.19896435369689636,0.4591231811272589,1.0,0.0,10.0,2.0,1.0
0.7151667711649411,0.819955159461334,0.4050904086561212,0.27770265212486,0.2735533950364679,8.0,1.0,2.0,2.0,1.0
