0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6637740135192872,0.3729758560657501,-0.6854974031448364,0.3863670527935028,0.8149768114089965,0.7758215665817261,-0.9853042364120485,1.4243510961532593,0.6116392016410828,2.0953133106231685,-1.0721371173858643,0.7746657133102418,1.274520993232727,0.3982055187225341,0.8317221999168397,-0.07874607294797897,0.613571286201477,0.9114238619804382,0.6374817490577697,0.9877175688743592,0.8365324139595031,0.8048869967460632,0.8248423933982849,0.7166027426719666,1.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2451938390731812,-0.947725772857666,-1.0444927215576172,0.3755902647972106,-1.6107698678970337,0.7202159762382508,-0.6882352232933044,0.15095096826553345,0.723945140838623,0.5993977785110474,0.6457213759422303,1.1278402805328367,-0.820871412754059,1.5287561416625977,0.512615442276001,-1.5228615999221797,-1.1511545181274414,0.7399263381958006,0.8013767004013062,0.9749232530593872,0.7487516999244691,1.0688399076461794,0.7976716160774232,0.6701084971427917,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6941534876823425,0.3340171277523041,-1.4079267978668213,0.80643892288208,1.08754563331604,1.1501286029815674,-0.7110105156898499,-0.6430198550224305,0.8488413691520691,-0.5672219395637512,0.5691548585891724,0.974171578884125,-0.5041049122810364,-1.151275634765625,0.9543994069099426,-2.012561798095703,0.28617316484451294,0.8961802124977111,1.0840718746185305,0.9853655695915224,0.7034242749214172,0.8701562285423281,0.9147039651870728,0.8102970719337462,1.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.384502112865448,0.37394985556602484,0.9348030090332033,1.4148770570755007,-1.165816307067871,1.1706486940383911,-0.23173923790454865,1.611175537109375,1.153275966644287,-0.7168134450912476,0.19630923867225647,0.8405237197875975,-0.7935639023780823,-0.34413295984268183,0.5554550886154175,-2.048373222351074,-0.2516392767429352,0.7279269099235534,0.6887372136116028,0.9876254796981812,0.9861669540405272,1.6930730342864988,1.0943022966384888,1.0304051637649536,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5998654365539549,0.3340171277523041,-0.5506633520126343,0.6176722645759583,0.35125231742858887,0.6953904032707214,-0.8466720581054688,0.9309570789337158,0.8211426138877869,-1.1102197170257568,-1.4122478961944578,0.9272806644439696,-1.7019921541213987,0.613997459411621,0.5401204824447633,-0.43186309933662415,-1.6461360454559324,0.8666656613349915,1.0489276647567747,1.0006322860717771,0.6726357340812684,0.2282771468162537,0.7286157011985779,0.8964910507202148,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0548644065856931,-0.3097762167453766,-0.6738453507423401,1.3508244752883911,-0.15891164541244504,0.443745344877243,1.2545958757400513,-1.6680599451065061,0.8777992129325864,-0.963542401790619,1.1633775234222412,1.3141745328903198,0.3842978179454803,0.4065265357494354,0.9629186987876892,-0.8607671856880189,-1.3054200410842896,1.9783397912979124,1.2853425741195679,0.9863100051879882,0.8309228420257568,1.0975515842437744,0.982900321483612,0.9573760628700256,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8963785171508788,1.5553740262985227,-1.6676019430160522,0.38318368792533875,-1.5610413551330566,2.468081712722778,1.4387786388397215,-0.30595687031745916,3.1368856430053706,-2.4837422370910645,0.9619744420051576,3.637995958328247,0.6519110202789307,-1.5529040098190308,1.4234449863433836,0.8856632113456727,-0.6589475274085999,1.0567467212677002,1.3127734661102295,0.9870126247406003,0.7652165889739991,0.8501037955284119,1.6485515832900999,1.3055638074874878,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.39346954226493835,-1.0850552320480347,1.2943531274795532,0.6099620461463928,-0.8328072428703309,0.8918878436088562,-0.25451451539993286,0.6271593570709229,0.5566193461418152,0.34975481033325195,1.07127583026886,1.2520045042037964,1.0505999326705933,-0.7940260767936705,0.4245020747184754,2.427219152450561,-1.1672470569610596,2.389670848846435,1.3535495996475218,0.987578809261322,0.7978033423423767,0.9529575109481812,1.0345085859298706,0.8771182298660278,1.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9672030210494994,-0.8483809828758239,1.6405866146087644,1.0143144130706787,1.5692738294601443,1.193825364112854,-1.1625553369522095,0.9669914245605468,1.3985360860824585,-1.4637997150421145,-0.5356138944625854,1.1257327795028687,-1.9341055154800413,-1.0103728771209717,1.9582104682922363,-0.8632655739784241,-0.10625231266021727,1.0014851093292236,1.002820014953613,0.9843153953552244,0.9309678077697754,1.3375093936920166,1.182557702064514,1.0783072710037231,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9523793458938598,1.538816571235657,0.08531035482883452,0.928974509239197,-0.9034594893455504,0.4641737639904022,2.0962913036346436,1.350619196891785,0.8071673512458802,0.28952962160110474,-1.2130639553070068,0.7395414710044861,-0.07355725020170212,-0.5443924069404602,0.9872594475746151,-0.3502464592456818,0.889917552471161,0.8385422825813293,1.0125702619552612,1.0127511024475095,0.8247292637825011,0.4909042119979858,0.7589810490608215,0.7503780126571654,1.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5975247025489807,-0.15004533529281616,-1.2719857692718504,2.192072868347168,1.5379549264907837,0.8681615591049193,0.9040544629096986,-0.03375869244337081,0.5826813578605652,1.6271111965179443,-0.2049353420734405,0.6187139749526978,0.39522081613540644,0.5208020210266113,0.5260028839111328,-1.0190035104751587,1.6401585340499876,0.8273810148239135,0.7268921732902528,0.9903520941734314,1.6493253707885742,0.7965752482414244,1.2075452804565427,1.0609699487686155,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4825949966907501,-0.44515788555145264,-1.0017683506011963,1.586020827293396,-0.03303242102265357,0.9593107700347902,0.25644412636756897,-1.3548377752304075,1.085665941238403,-0.7498401999473572,0.3871707320213318,1.211787223815918,-0.8554608821868896,1.397838473320007,0.5131022930145263,0.06616517156362532,0.8566227555274963,0.963665783405304,1.4946272373199463,0.9871218800544738,0.7179067134857178,0.9684985876083374,1.1916205883026123,1.1200990676879883,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5027259588241577,1.1355935335159297,-0.0024606143124401565,0.8490238189697266,1.5804904699325562,1.1515027284622192,-0.23371970653533936,-1.4008508920669556,1.4507859945297241,-0.5147677063941956,0.30339139699935913,1.0222917795181274,0.2759782373905182,-0.31140357255935663,0.7148868441581727,-0.2611343860626221,-0.4935809373855592,0.8178958892822266,0.847901701927185,0.9864169359207154,0.843765914440155,0.6129555106163025,1.067399024963379,0.8651071190834045,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6914083361625672,0.724578619003296,-1.6265422105789185,0.18129177391529086,-0.5511652231216431,0.8504813909530639,0.8287970423698426,-0.5698423385620116,1.1189044713974,0.5051745772361755,1.2404989004135132,0.5957075357437134,0.3233111500740051,-1.1257578134536743,1.2369951009750366,-0.37772962450981135,0.5597448348999023,1.7176430225372314,1.032326579093933,0.9911565780639648,0.7944068908691406,0.7377239465713503,0.8796629309654236,0.764760911464691,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9732423424720766,0.8346370458602906,1.4208614826202393,0.4934891164302826,1.5148222446441653,1.758675336837768,0.8773182630538942,-0.08531548827886581,1.6488323211669917,0.19919186830520627,1.62166690826416,0.5071943998336792,1.4720449447631836,0.465883195400238,1.630584478378296,0.8973227739334106,-1.517951488494873,0.8593083620071411,1.2765384912490845,0.9841140508651732,0.6646593809127808,1.2204973697662351,1.058871507644653,1.0596853494644163,1.0
