0,1,2
0.9446089,0.82030284,0.85115635
0.08403305,0.43459377,0.30013326
0.24266212,0.59306437,0.47601426
0.24808696,0.0908897,0.15081637
0.945864,0.82350314,0.8537154
0.04880261,0.5166313,0.30755144
0.68745506,0.62386006,0.63088477
0.11816898,0.18352173,0.18380831
0.0010672143,0.13855755,0.043842457
0.81916726,0.60115385,0.6648013
0.7885777,0.57198507,0.635369
0.38086334,0.830357,0.6969818
0.12471473,0.107364036,0.13516997
0.24556504,0.15859064,0.2068737
0.24813478,0.26227453,0.27861002
0.11748319,0.23950864,0.21650861
0.14348377,0.5278456,0.39067388
0.46984568,0.7376571,0.64527667
0.24992545,0.60599387,0.48704988
0.058667652,0.64923376,0.3966262
0.72168356,0.634391,0.6481423
0.7450724,0.2368766,0.3992702
0.8696773,0.57879555,0.6768515
0.6296161,0.6008222,0.59931874
0.21701491,0.17414914,0.21060614
0.76230884,0.47783187,0.5695762
0.84524554,0.6943691,0.7290296
0.1767564,0.14872654,0.18097766
0.03245539,0.3233087,0.1936388
0.18163955,0.25060296,0.24923486
0.9843598,0.96350133,0.96056813
0.9473886,0.8057425,0.84561944
0.6230582,0.45280448,0.50707257
0.01884916,0.34316337,0.17773508
0.23946747,0.9712701,0.86104715
0.902926,0.87051344,0.8589687
0.28670618,0.5095989,0.44076455
0.8759492,0.5554746,0.6676067
0.8523045,0.4930834,0.61918515
0.31547707,0.2795301,0.30959323
0.6897871,0.81201214,0.7549521
0.058918707,0.39504048,0.25804594
0.8074067,0.12466755,0.3138905
0.275374,0.43282762,0.39098236
0.7911388,0.3692248,0.5135732
0.65157485,0.4602376,0.5205025
0.22270131,0.28651533,0.28549486
0.6670219,0.4847548,0.54042035
0.086898744,0.4295241,0.2996866
0.3049057,0.23423648,0.27652356
0.31425837,0.16748302,0.23044862
0.2577441,0.37333664,0.34962747
0.84869677,0.30058047,0.49444777
0.9670806,0.29479071,0.6073128
0.020465486,0.33763552,0.17905557
0.53545696,0.5886542,0.5646899
0.7870914,0.8496569,0.8077818
0.13847166,0.59104717,0.42577142
0.33405918,0.66354966,0.5542477
0.9876022,0.94402254,0.95194685
0.485815,0.4071663,0.43872955
0.012557923,0.23771304,0.12280704
0.75401264,0.27375597,0.43145612
0.33127874,0.8494819,0.702244
0.1454178,0.47654933,0.36222175
0.8135297,0.41381958,0.55220145
0.128737,0.63831955,0.44993207
0.575571,0.5849934,0.5738616
0.25611734,0.38181132,0.35410526
0.6172464,0.302685,0.4076145
0.8314915,0.17557687,0.38016072
0.70262504,0.65992993,0.6576179
0.29937446,0.52101266,0.45201638
0.025546001,0.24483405,0.1499881
0.5818204,0.6705118,0.6294385
0.06804851,0.7060005,0.44653517
0.8846409,0.16770546,0.402217
0.039378878,0.043596365,0.056914195
0.9894372,0.8823551,0.9266669
0.16835806,0.7891269,0.5865224
0.89096165,0.40243652,0.58923364
0.09247402,0.04078805,0.069859006
0.9128628,0.60372376,0.71746916
0.69617677,0.5841725,0.6097095
0.6298989,0.5027414,0.53974843
0.028299706,0.27987418,0.1688902
0.38627645,0.60718095,0.53339124
0.10781323,0.034024373,0.06566694
0.52689093,0.5507795,0.53884566
0.6629198,0.020380069,0.10183059
0.3374724,0.4704025,0.43384758
0.6941688,0.8197231,0.76179254
0.8635546,0.2465423,0.4614572
0.10255964,0.5126364,0.35627857
0.04027762,0.41043204,0.24383713
0.42994973,0.8295921,0.70850706
0.62155306,0.9364131,0.85683244
0.7648553,0.9403398,0.8835956
0.6807708,0.41368622,0.50095195
0.3111628,0.62551486,0.5214994
0.9853543,0.16616888,0.5548432
0.968452,0.8538405,0.88729656
0.8750138,0.6436205,0.71512806
0.38795838,0.4202001,0.41873562
0.38033876,0.29083413,0.33495995
0.938669,0.5959336,0.7351402
0.9258142,0.17349462,0.4423998
0.8602851,0.72454435,0.7528371
0.032463476,0.15374085,0.11727273
0.9322629,0.8439479,0.8564312
0.8465769,0.60224944,0.67790985
0.9662877,0.71858525,0.82302976
0.70425594,0.5407458,0.5863798
0.5759049,0.57873005,0.57009864
0.12804823,0.24805993,0.22625901
0.40426219,0.62053514,0.5473227
0.83677405,0.59839094,0.67111206
0.0046409583,0.07521805,0.044068564
0.13962089,0.6878341,0.4904617
0.30478692,0.17843589,0.23656526
0.7786429,0.7645296,0.7468805
0.22949594,0.58111054,0.4632745
0.94103974,0.30174,0.5698574
0.0777428,0.15042761,0.14555891
0.28716993,0.40246728,0.37686074
0.7704719,0.43982044,0.54969305
0.25780237,0.50810164,0.4295654
0.3370403,0.5537648,0.4845144
0.10952516,0.31707272,0.2551757
0.94579375,0.6671023,0.7766366
0.6961978,0.43668678,0.52051026
0.94972074,0.78565514,0.8373522
0.6427544,0.60873437,0.60806555
0.8626107,0.6562549,0.7156886
0.09146479,0.40599728,0.29071993
0.9129479,0.79466313,0.81803054
0.87799495,0.649059,0.7196839
0.45267758,0.38440692,0.4151286
0.43485513,0.6573941,0.5802546
0.74830353,0.946167,0.8877379
0.92873794,0.54959446,0.70238864
0.27822238,0.18055798,0.23152612
0.47952527,0.23200253,0.3194178
0.07625502,0.41951272,0.28603768
0.047423847,0.16276799,0.1342644
0.11949087,0.22632812,0.2098563
0.14282106,0.19029422,0.19766499
0.20422605,0.21303125,0.23318093
0.8080601,0.45681325,0.5760304
0.54234755,0.70410544,0.6409608
0.33225486,0.31867787,0.33948982
0.9717003,0.48697352,0.7276909
0.2654354,0.5944557,0.48550916
0.88700205,0.48348418,0.63433737
0.10924987,0.16103095,0.16619296
0.2508782,0.15353744,0.20437106
0.9601784,0.4967284,0.71205574
0.42146042,0.90366673,0.7824127
0.4402815,0.4251209,0.43692213
0.11601315,0.7568467,0.5280788
0.8113735,0.56676507,0.6418046
0.24567108,0.37983268,0.34929642
0.24656005,0.4562041,0.39457598
0.88750243,0.60665935,0.7022569
0.44729728,0.059123136,0.14741251
0.8282451,0.7237247,0.7390706
0.8127694,0.42996973,0.5618518
0.43130714,0.69258237,0.6029935
0.48013842,0.16798374,0.26845753
0.6703654,0.6722188,0.65554047
0.95338136,0.8774042,0.8880687
0.93904257,0.2826108,0.5534078
0.42250815,0.1663744,0.25418645
0.39798695,0.56341326,0.50934297
0.75480646,0.6254568,0.6539981
0.23765814,0.58638847,0.46984133
0.85399216,0.8724957,0.84349334
0.7902652,0.6746915,0.69579434
